,날짜,호선명,역명,승차총승객수,하차총승객수,등록일자
6772,20200705,8호선,가락시장,2968,3861,20200708
6773,20200705,8호선,문정,5089,5296,20200708
6774,20200705,8호선,장지,8652,8783,20200708
6775,20200705,8호선,복정,4814,4392,20200708
6776,20200705,8호선,산성,3461,3661,20200708
6777,20200705,8호선,남한산성입구(성남법원.검찰청),6077,5658,20200708
6778,20200705,8호선,단대오거리,4727,4631,20200708
6779,20200705,8호선,신흥,2592,2578,20200708
6780,20200705,8호선,수진,2672,2401,20200708
6781,20200705,8호선,모란,2304,1904,20200708
6782,20200705,9호선,개화,1021,963,20200708
6783,20200705,9호선,김포공항,6463,8773,20200708
6784,20200705,9호선,공항시장,1599,1682,20200708
6785,20200705,9호선,신방화,3046,3063,20200708
6786,20200705,9호선,마곡나루(서울식물원),4544,4662,20200708
6787,20200705,9호선,양천향교,3492,3686,20200708
6788,20200705,9호선,가양,9598,9426,20200708
6789,20200705,9호선,증미,2615,2713,20200708
6790,20200705,9호선,등촌,4188,4460,20200708
6791,20200705,9호선,염창,7684,7512,20200708
6792,20200705,9호선,신목동,1404,1322,20200708
6793,20200705,9호선,선유도,2394,2279,20200708
6794,20200705,9호선,당산,8131,7990,20200708
6795,20200705,9호선,국회의사당,4277,3810,20200708
6796,20200705,9호선,여의도,5256,5065,20200708
6797,20200705,9호선,샛강,1517,1584,20200708
6798,20200705,9호선,노량진,14368,15735,20200708
6799,20200705,9호선,노들,2251,2083,20200708
6800,20200705,9호선,흑석(중앙대입구),3696,3728,20200708
6801,20200705,9호선,동작(현충원),924,783,20200708
6802,20200705,9호선,구반포,1156,1207,20200708
6803,20200705,9호선,신반포,1282,1364,20200708
6804,20200705,9호선,고속터미널,9333,12151,20200708
6805,20200705,9호선,사평,974,1056,20200708
6806,20200705,9호선,신논현,14159,13680,20200708
6807,20200705,9호선2~3단계,언주,2789,2713,20200708
6808,20200705,9호선2~3단계,선정릉,2814,3212,20200708
6809,20200705,9호선2~3단계,삼성중앙,1709,1807,20200708
6810,20200705,9호선2~3단계,봉은사,7142,7248,20200708
6811,20200705,9호선2~3단계,종합운동장,1962,1736,20200708
6812,20200705,9호선2~3단계,삼전,2921,2991,20200708
6813,20200705,9호선2~3단계,석촌고분,2619,2581,20200708
6814,20200705,9호선2~3단계,석촌,3833,3238,20200708
6815,20200705,9호선2~3단계,송파나루,2271,2513,20200708
6816,20200705,9호선2~3단계,한성백제,1186,1066,20200708
6817,20200705,9호선2~3단계,올림픽공원(한국체대),2552,2723,20200708
6818,20200705,9호선2~3단계,둔촌오륜,436,448,20200708
6819,20200705,9호선2~3단계,중앙보훈병원,3236,3141,20200708
6820,20200705,경강선,판교,1983,1835,20200708
6821,20200705,경강선,이매,595,422,20200708
6822,20200705,경강선,삼동,934,896,20200708
6823,20200705,경강선,경기광주,3452,3380,20200708
6824,20200705,경강선,초월,1373,1325,20200708
6825,20200705,경강선,곤지암,1201,1446,20200708
6826,20200705,경강선,신둔도예촌,703,680,20200708
6827,20200705,경강선,이천,1646,1870,20200708
6828,20200705,경강선,부발,1030,1820,20200708
6829,20200705,경강선,세종대왕릉,240,208,20200708
6830,20200705,경강선,여주,1756,1783,20200708
6831,20200705,경부선,서울역,5494,850,20200708
6832,20200705,경부선,남영,3862,4168,20200708
6833,20200705,경부선,용산,25243,22000,20200708
6834,20200705,경부선,노량진,5786,5285,20200708
6835,20200705,경부선,대방,5751,5981,20200708
6836,20200705,경부선,영등포,29078,27945,20200708
6837,20200705,경부선,신도림,1950,2165,20200708
6838,20200705,경부선,신길,4405,3914,20200708
6839,20200705,경부선,구로,8132,8264,20200708
6840,20200705,경부선,가산디지털단지,4116,5647,20200708
6841,20200705,경부선,금천구청,5575,5406,20200708
6842,20200705,경부선,석수,5229,5170,20200708
6843,20200705,경부선,관악,4750,4269,20200708
6844,20200705,경부선,안양,12380,12058,20200708
6845,20200705,경부선,명학,3231,3204,20200708
6846,20200705,경부선,금정,12032,12456,20200708
6847,20200705,경부선,군포,2763,2663,20200708
6848,20200705,경부선,의왕,3843,3960,20200708
6849,20200705,경부선,성균관대,7027,7443,20200708
6850,20200705,경부선,화서,3530,3453,20200708
6851,20200705,경부선,수원,29401,28765,20200708
6852,20200705,경부선,독산,5310,5392,20200708
6853,20200705,경부선,세류,1996,2028,20200708
6854,20200705,경부선,병점,7945,8817,20200708
6855,20200705,경부선,세마,1395,1351,20200708
6856,20200705,경부선,오산대,1783,1689,20200708
6857,20200705,경부선,오산,6876,7393,20200708
6858,20200705,경부선,진위,685,685,20200708
6859,20200705,경부선,송탄,3110,3642,20200708
6860,20200705,경부선,서정리,3411,5002,20200708
6861,20200705,경부선,지제,1981,1674,20200708
6862,20200705,경부선,평택,10130,10693,20200708
6863,20200705,경부선,성환,2309,2635,20200708
6864,20200705,경부선,직산,485,582,20200708
6865,20200705,경부선,두정,3382,3611,20200708
6866,20200705,경부선,천안,5295,4931,20200708
6867,20200705,경부선,당정,2887,2889,20200708
6868,20200705,경부선,서동탄,788,787,20200708
6869,20200705,경부선,광명,2095,1305,20200708
6870,20200705,경원선,이촌(국립중앙박물관),2280,1678,20200708
6871,20200705,경원선,서빙고,1190,1266,20200708
6872,20200705,경원선,한남,1986,1920,20200708
6873,20200705,경원선,옥수,56,33,20200708
6874,20200705,경원선,응봉,1002,901,20200708
6875,20200705,경원선,왕십리(성동구청),8720,9942,20200708
6876,20200705,경원선,청량리(서울시립대입구),12459,11415,20200708
6877,20200705,경원선,외대앞,4442,4356,20200708
6878,20200705,경원선,신이문,4505,4295,20200708
6879,20200705,경원선,석계,4997,5483,20200708
6880,20200705,경원선,광운대,4110,4149,20200708
6881,20200705,경원선,월계,3256,3005,20200708
6882,20200705,경원선,녹천,2394,2115,20200708
6883,20200705,경원선,방학,5472,5266,20200708
6884,20200705,경원선,도봉,3182,2969,20200708
6885,20200705,경원선,도봉산,8649,6252,20200708
6886,20200705,경원선,망월사,3972,4068,20200708
6887,20200705,경원선,회룡,6473,6479,20200708
6888,20200705,경원선,의정부,11570,11732,20200708
6889,20200705,경원선,가능,3670,3365,20200708
6890,20200705,경원선,녹양,2351,2339,20200708
6891,20200705,경원선,양주,4672,4499,20200708
6892,20200705,경원선,덕계,1416,1230,20200708
6893,20200705,경원선,덕정,3189,3252,20200708
6894,20200705,경원선,지행,3964,3857,20200708
6895,20200705,경원선,동두천중앙,2195,2098,20200708
6896,20200705,경원선,보산,1416,1396,20200708
6897,20200705,경원선,동두천,1159,1595,20200708
6898,20200705,경원선,소요산,4571,3930,20200708
6899,20200705,경의선,서울역,980,843,20200708
6900,20200705,경의선,신촌,238,256,20200708
6901,20200705,경의선,효창공원앞,1119,1300,20200708
6902,20200705,경의선,공덕,1541,1266,20200708
6903,20200705,경의선,서강대,1165,1116,20200708
6904,20200705,경의선,홍대입구,1379,1547,20200708
6905,20200705,경의선,가좌,2529,2533,20200708
6906,20200705,경의선,디지털미디어시티,1169,1104,20200708
6907,20200705,경의선,수색,793,806,20200708
6908,20200705,경의선,화전,837,865,20200708
6909,20200705,경의선,강매,1274,1171,20200708
6910,20200705,경의선,행신,3831,3642,20200708
6911,20200705,경의선,능곡,2009,1979,20200708
6912,20200705,경의선,곡산,264,261,20200708
6913,20200705,경의선,백마,2847,2818,20200708
6914,20200705,경의선,풍산,2900,2787,20200708
6915,20200705,경의선,일산,4055,3851,20200708
6916,20200705,경의선,탄현,3696,3499,20200708
6917,20200705,경의선,야당,3048,2968,20200708
6918,20200705,경의선,운정,2755,2716,20200708
6919,20200705,경의선,금릉,2425,2398,20200708
6920,20200705,경의선,금촌,3670,3963,20200708
6921,20200705,경의선,월롱,803,1350,20200708
6922,20200705,경의선,파주,698,610,20200708
6923,20200705,경의선,문산,3560,3347,20200708
6924,20200705,경의선,임진강,68,61,20200708
6925,20200705,경인선,개봉,10836,10730,20200708
6926,20200705,경인선,오류동,6521,6141,20200708
6927,20200705,경인선,역곡,13121,13181,20200708
6928,20200705,경인선,부천,20829,20568,20200708
6929,20200705,경인선,송내,12606,12123,20200708
6930,20200705,경인선,부평,20687,21291,20200708
6931,20200705,경인선,백운,3708,3715,20200708
6932,20200705,경인선,동암,8980,8940,20200708
6933,20200705,경인선,주안,10662,9622,20200708
6934,20200705,경인선,제물포,4846,4745,20200708
6935,20200705,경인선,동인천,8564,8280,20200708
6936,20200705,경인선,인천,3133,2547,20200708
6937,20200705,경인선,구일,2828,2833,20200708
6938,20200705,경인선,소사,5809,5394,20200708
6939,20200705,경인선,부개,4222,4027,20200708
6940,20200705,경인선,간석,2930,2754,20200708
6941,20200705,경인선,도원,1548,1593,20200708
6942,20200705,경인선,온수(성공회대입구),3431,3349,20200708
6943,20200705,경인선,중동,4379,4080,20200708
6944,20200705,경인선,도화,1921,1840,20200708
6945,20200705,경춘선,신내,713,743,20200708
6946,20200705,경춘선,갈매,1288,1185,20200708
6947,20200705,경춘선,별내,1459,1394,20200708
6948,20200705,경춘선,퇴계원,1804,1778,20200708
6949,20200705,경춘선,사릉,1626,1597,20200708
6950,20200705,경춘선,금곡,796,791,20200708
6951,20200705,경춘선,평내호평,3075,3117,20200708
6952,20200705,경춘선,천마산,998,1003,20200708
6953,20200705,경춘선,마석,2434,2428,20200708
6954,20200705,경춘선,대성리,1270,763,20200708
6955,20200705,경춘선,청평,2115,1540,20200708
6956,20200705,경춘선,상천,522,422,20200708
6957,20200705,경춘선,가평,2846,2023,20200708
6958,20200705,경춘선,굴봉산,259,210,20200708
6959,20200705,경춘선,백양리,212,157,20200708
6960,20200705,경춘선,강촌,931,665,20200708
6961,20200705,경춘선,김유정,447,467,20200708
6962,20200705,경춘선,남춘천,2083,2232,20200708
6963,20200705,경춘선,춘천,1638,1294,20200708
6964,20200705,공항철도 1호선,서울역,6291,5234,20200708
6965,20200705,공항철도 1호선,공덕,997,1479,20200708
6966,20200705,공항철도 1호선,홍대입구,7252,6847,20200708
6967,20200705,공항철도 1호선,디지털미디어시티,2979,2977,20200708
6968,20200705,공항철도 1호선,마곡나루(서울식물원),1633,1815,20200708
6969,20200705,공항철도 1호선,김포공항,8192,4452,20200708
6970,20200705,공항철도 1호선,계양,4433,4131,20200708
6971,20200705,공항철도 1호선,검암,3511,3721,20200708
6972,20200705,공항철도 1호선,청라국제도시,2668,2538,20200708
6973,20200705,공항철도 1호선,운서,4374,4692,20200708
6974,20200705,공항철도 1호선,공항화물청사,930,1000,20200708
6975,20200705,공항철도 1호선,인천공항1터미널,3387,3143,20200708
6976,20200705,공항철도 1호선,인천공항2터미널,1365,1240,20200708
6977,20200705,공항철도 1호선,영종,1976,1927,20200708
6978,20200705,과천선,선바위,3354,3098,20200708
6979,20200705,과천선,경마공원,971,900,20200708
6980,20200705,과천선,대공원,2998,3303,20200708
6981,20200705,과천선,과천,2350,2177,20200708
6982,20200705,과천선,정부과천청사,3527,3769,20200708
6983,20200705,과천선,인덕원,10182,10041,20200708
6984,20200705,과천선,평촌,5734,5608,20200708
6985,20200705,과천선,범계,13067,12494,20200708
6986,20200705,분당선,선릉,2551,3922,20200708
6987,20200705,분당선,한티,7571,7521,20200708
6988,20200705,분당선,도곡,2285,2261,20200708
6989,20200705,분당선,구룡,566,577,20200708
6990,20200705,분당선,개포동,1837,1844,20200708
6991,20200705,분당선,대모산입구,1261,1236,20200708
6992,20200705,분당선,수서,8020,7397,20200708
6993,20200705,분당선,복정,1,0,20200708
6994,20200705,분당선,수원,4264,2771,20200708
6995,20200705,분당선,서울숲,4783,4960,20200708
6996,20200705,분당선,압구정로데오,7939,9230,20200708
6997,20200705,분당선,강남구청,2773,3300,20200708
6998,20200705,분당선,선정릉,2043,2195,20200708
6999,20200705,분당선,가천대,3242,3898,20200708
7000,20200705,분당선,태평,7287,6821,20200708
7001,20200705,분당선,모란,10077,10211,20200708
7002,20200705,분당선,야탑,12184,12611,20200708
7003,20200705,분당선,서현,12072,12325,20200708
7004,20200705,분당선,수내,5521,5327,20200708
7005,20200705,분당선,정자,6938,7095,20200708
7006,20200705,분당선,미금,6585,7299,20200708
7007,20200705,분당선,오리,4975,4362,20200708
7008,20200705,분당선,이매,2760,2855,20200708
7009,20200705,분당선,보정,984,938,20200708
7010,20200705,분당선,죽전,7318,8365,20200708
7011,20200705,분당선,구성,2167,2263,20200708
7012,20200705,분당선,신갈,1736,1853,20200708
7013,20200705,분당선,기흥,4433,4328,20200708
7014,20200705,분당선,상갈,2542,2675,20200708
7015,20200705,분당선,청명,1618,1742,20200708
7016,20200705,분당선,영통,4233,4322,20200708
7017,20200705,분당선,망포,5104,5407,20200708
7018,20200705,분당선,매탄권선,2032,2015,20200708
7019,20200705,분당선,수원시청,5881,5866,20200708
7020,20200705,분당선,매교,1036,1020,20200708
7021,20200705,수인선,달월,31,39,20200708
7022,20200705,수인선,월곶,1333,1221,20200708
7023,20200705,수인선,소래포구,3921,3810,20200708
7024,20200705,수인선,인천논현,2735,2812,20200708
7025,20200705,수인선,호구포,1533,1577,20200708
7026,20200705,수인선,남동인더스파크,489,476,20200708
7027,20200705,수인선,원인재,2363,2336,20200708
7028,20200705,수인선,연수,2595,2573,20200708
7029,20200705,수인선,송도,1386,1369,20200708
7030,20200705,수인선,인하대,2399,2324,20200708
7031,20200705,수인선,숭의,1618,1443,20200708
7032,20200705,수인선,신포,916,951,20200708
7033,20200705,수인선,인천,948,1321,20200708
7034,20200705,안산선,산본,7916,8546,20200708
7035,20200705,안산선,대야미,2670,2483,20200708
7036,20200705,안산선,반월,2373,2399,20200708
7037,20200705,안산선,상록수,9704,9254,20200708
7038,20200705,안산선,한대앞,3995,3886,20200708
7039,20200705,안산선,중앙,9480,9362,20200708
7040,20200705,안산선,고잔,3748,3625,20200708
7041,20200705,안산선,초지,2006,1953,20200708
7042,20200705,안산선,안산,8919,7977,20200708
7043,20200705,안산선,신길온천,938,895,20200708
7044,20200705,안산선,정왕,4009,4367,20200708
7045,20200705,안산선,오이도,5678,5649,20200708
7046,20200705,안산선,수리산,1981,1938,20200708
7047,20200705,우이신설선,북한산우이,3010,3199,20200708
7048,20200705,우이신설선,솔밭공원,1218,1250,20200708
7049,20200705,우이신설선,4.19민주묘지,1774,1609,20200708
7050,20200705,우이신설선,가오리,2090,1962,20200708
7051,20200705,우이신설선,화계,1798,1736,20200708
7052,20200705,우이신설선,삼양,1173,1197,20200708
7053,20200705,우이신설선,삼양사거리,1450,1358,20200708
7054,20200705,우이신설선,솔샘,2559,2337,20200708
7055,20200705,우이신설선,북한산보국문,3386,3151,20200708
7056,20200705,우이신설선,정릉,2474,2070,20200708
7057,20200705,우이신설선,성신여대입구(돈암),1809,2198,20200708
7058,20200705,우이신설선,보문,905,915,20200708
7059,20200705,우이신설선,신설동,1147,1019,20200708
7060,20200705,일산선,원흥,4309,4290,20200708
7061,20200705,일산선,삼송,9140,8799,20200708
7062,20200705,일산선,원당,5825,5528,20200708
7063,20200705,일산선,화정,8862,8985,20200708
7064,20200705,일산선,대곡,956,828,20200708
7065,20200705,일산선,백석,5301,5141,20200708
7066,20200705,일산선,마두,3300,3204,20200708
7067,20200705,일산선,정발산,4741,4989,20200708
7068,20200705,일산선,주엽,4052,3998,20200708
7069,20200705,일산선,대화,6310,5651,20200708
7070,20200705,장항선,봉명,494,531,20200708
7071,20200705,장항선,쌍용(나사렛대),1059,1046,20200708
7072,20200705,장항선,아산,2499,1758,20200708
7073,20200705,장항선,배방,711,830,20200708
7074,20200705,장항선,온양온천,3006,2926,20200708
7075,20200705,장항선,신창(순천향대),891,1178,20200708
7076,20200705,중앙선,회기,13995,14057,20200708
7077,20200705,중앙선,중랑,3215,3115,20200708
7078,20200705,중앙선,상봉(시외버스터미널),3846,3938,20200708
7079,20200705,중앙선,망우,4525,4601,20200708
7080,20200705,중앙선,양원,743,866,20200708
7081,20200705,중앙선,구리,7077,7312,20200708
7082,20200705,중앙선,도농,4497,4449,20200708
7083,20200705,중앙선,양정,554,461,20200708
7084,20200705,중앙선,덕소,3305,3413,20200708
7085,20200705,중앙선,도심,1289,1187,20200708
7086,20200705,중앙선,팔당,1578,1627,20200708
7087,20200705,중앙선,운길산,1363,1263,20200708
7088,20200705,중앙선,양수,2338,2149,20200708
7089,20200705,중앙선,신원,365,157,20200708
7090,20200705,중앙선,국수,644,520,20200708
7091,20200705,중앙선,아신,650,499,20200708
7092,20200705,중앙선,오빈,231,198,20200708
7093,20200705,중앙선,양평,2578,2085,20200708
7094,20200705,중앙선,원덕,391,302,20200708
7095,20200705,중앙선,용문,4396,3869,20200708
7096,20200705,중앙선,지평,48,56,20200708
7097,20200706,1호선,서울역,42971,40480,20200709
7098,20200706,1호선,동묘앞,7771,8097,20200709
7099,20200706,1호선,시청,20887,21137,20200709
7100,20200706,1호선,종각,38561,38282,20200709
7101,20200706,1호선,종로3가,28104,26490,20200709
7102,20200706,1호선,종로5가,22868,22984,20200709
7103,20200706,1호선,동대문,11207,11574,20200709
7104,20200706,1호선,신설동,14627,14677,20200709
7105,20200706,1호선,제기동,16875,17366,20200709
7106,20200706,1호선,청량리(서울시립대입구),20336,20167,20200709
7107,20200706,2호선,시청,23743,23776,20200709
7108,20200706,2호선,을지로입구,39536,40657,20200709
7109,20200706,2호선,을지로3가,21916,21745,20200709
7110,20200706,2호선,을지로4가,13192,13100,20200709
7111,20200706,2호선,동대문역사문화공원(DDP),12160,13480,20200709
7112,20200706,2호선,신당,13749,13918,20200709
7113,20200706,2호선,상왕십리,13970,13642,20200709
7114,20200706,2호선,왕십리(성동구청),15889,13027,20200709
7115,20200706,2호선,한양대,7474,8293,20200709
7116,20200706,2호선,뚝섬,19490,21423,20200709
7117,20200706,2호선,성수,32959,36189,20200709
7118,20200706,2호선,건대입구,33867,36651,20200709
7119,20200706,2호선,구의(광진구청),23615,23297,20200709
7120,20200706,2호선,강변(동서울터미널),33313,32549,20200709
7121,20200706,2호선,잠실나루,14817,14434,20200709
7122,20200706,2호선,잠실(송파구청),63026,63323,20200709
7123,20200706,2호선,잠실새내,20459,20448,20200709
7124,20200706,2호선,종합운동장,7010,7533,20200709
7125,20200706,2호선,삼성(무역센터),52430,53837,20200709
7126,20200706,2호선,선릉,59172,53140,20200709
7127,20200706,2호선,역삼,51667,57561,20200709
7128,20200706,2호선,강남,91963,92644,20200709
7129,20200706,2호선,교대(법원.검찰청),35446,39861,20200709
7130,20200706,2호선,서초,21487,21224,20200709
7131,20200706,2호선,방배,17366,18007,20200709
7132,20200706,2호선,사당,36410,40485,20200709
7133,20200706,2호선,낙성대(강감찬),27309,26803,20200709
7134,20200706,2호선,서울대입구(관악구청),48457,47447,20200709
7135,20200706,2호선,봉천,24555,22477,20200709
7136,20200706,2호선,신림,62288,60290,20200709
7137,20200706,2호선,신대방,26293,25290,20200709
7138,20200706,2호선,구로디지털단지,62723,62720,20200709
7139,20200706,2호선,대림(구로구청),25919,25936,20200709
7140,20200706,2호선,신도림,49115,48258,20200709
7141,20200706,2호선,문래,21505,22015,20200709
7142,20200706,2호선,영등포구청,23131,23577,20200709
7143,20200706,2호선,당산,19629,22785,20200709
7144,20200706,2호선,합정,28824,30048,20200709
7145,20200706,2호선,홍대입구,48394,50898,20200709
7146,20200706,2호선,신촌,33420,34816,20200709
7147,20200706,2호선,이대,12109,12596,20200709
7148,20200706,2호선,아현,9565,9252,20200709
7149,20200706,2호선,충정로(경기대입구),10292,10907,20200709
7150,20200706,2호선,용답,2513,2461,20200709
7151,20200706,2호선,신답,1588,1820,20200709
7152,20200706,2호선,신설동,3267,3148,20200709
7153,20200706,2호선,도림천,1354,1408,20200709
7154,20200706,2호선,양천구청,6715,7129,20200709
7155,20200706,2호선,신정네거리,9826,10096,20200709
7156,20200706,2호선,용두(동대문구청),2136,2325,20200709
7157,20200706,3호선,지축,3476,3357,20200709
7158,20200706,3호선,구파발,21492,20124,20200709
7159,20200706,3호선,연신내,38046,35712,20200709
7160,20200706,3호선,불광,16066,17307,20200709
7161,20200706,3호선,녹번,14609,13150,20200709
7162,20200706,3호선,홍제,17503,16628,20200709
7163,20200706,3호선,무악재,3981,3953,20200709
7164,20200706,3호선,독립문,6983,7273,20200709
7165,20200706,3호선,경복궁(정부서울청사),17694,17507,20200709
7166,20200706,3호선,안국,19516,20230,20200709
7167,20200706,3호선,종로3가,10239,11995,20200709
7168,20200706,3호선,을지로3가,10732,11467,20200709
7169,20200706,3호선,충무로,1,0,20200709
7170,20200706,3호선,동대입구,6896,7178,20200709
7171,20200706,3호선,약수,13246,12997,20200709
7172,20200706,3호선,금호,8316,7760,20200709
7173,20200706,3호선,옥수,9251,9643,20200709
7174,20200706,3호선,압구정,31725,33870,20200709
7175,20200706,3호선,신사,29537,31936,20200709
7176,20200706,3호선,잠원,5890,5738,20200709
7177,20200706,3호선,고속터미널,38993,36234,20200709
7178,20200706,3호선,교대(법원.검찰청),14790,9876,20200709
7179,20200706,3호선,남부터미널(예술의전당),29130,29903,20200709
7180,20200706,3호선,양재(서초구청),38316,42278,20200709
7181,20200706,3호선,매봉,12205,11752,20200709
7182,20200706,3호선,도곡,5576,5635,20200709
7183,20200706,3호선,대치,10808,10875,20200709
7184,20200706,3호선,학여울,1803,1874,20200709
7185,20200706,3호선,대청,10386,9541,20200709
7186,20200706,3호선,일원,9970,9796,20200709
7187,20200706,3호선,수서,16222,16650,20200709
7188,20200706,3호선,가락시장,9468,9134,20200709
7189,20200706,3호선,경찰병원,8055,8100,20200709
7190,20200706,3호선,오금,6525,5707,20200709
7191,20200706,4호선,수유(강북구청),34249,33848,20200709
7192,20200706,4호선,미아(서울사이버대학),15522,15046,20200709
7193,20200706,4호선,미아사거리,27934,26933,20200709
7194,20200706,4호선,길음,20209,19465,20200709
7195,20200706,4호선,성신여대입구(돈암),19657,18950,20200709
7196,20200706,4호선,한성대입구(삼선교),13458,13275,20200709
7197,20200706,4호선,혜화,28061,28719,20200709
7198,20200706,4호선,동대문,21808,22172,20200709
7199,20200706,4호선,동대문역사문화공원(DDP),14963,13850,20200709
7200,20200706,4호선,충무로,26251,27519,20200709
7201,20200706,4호선,명동,17570,18519,20200709
7202,20200706,4호선,회현(남대문시장),23491,25001,20200709
7203,20200706,4호선,서울역,11430,15434,20200709
7204,20200706,4호선,숙대입구(갈월),12739,12504,20200709
7205,20200706,4호선,삼각지,4624,4944,20200709
7206,20200706,4호선,신용산,15523,16395,20200709
7207,20200706,4호선,이촌(국립중앙박물관),6504,7587,20200709
7208,20200706,4호선,동작(현충원),2598,2710,20200709
7209,20200706,4호선,총신대입구(이수),19565,21433,20200709
7210,20200706,4호선,사당,24651,20808,20200709
7211,20200706,4호선,남태령,1062,972,20200709
7212,20200706,4호선,당고개,12585,11242,20200709
7213,20200706,4호선,상계,19764,17972,20200709
7214,20200706,4호선,노원,19428,21983,20200709
7215,20200706,4호선,창동,26421,27995,20200709
7216,20200706,4호선,쌍문,30167,26943,20200709
7217,20200706,5호선,방화,6872,6506,20200709
7218,20200706,5호선,개화산,5270,4946,20200709
7219,20200706,5호선,김포공항,6034,5715,20200709
7220,20200706,5호선,송정,6856,6287,20200709
7221,20200706,5호선,마곡,9026,8550,20200709
7222,20200706,5호선,발산,18593,19006,20200709
7223,20200706,5호선,우장산,14844,14458,20200709
7224,20200706,5호선,화곡,28690,26665,20200709
7225,20200706,5호선,까치산,29247,27807,20200709
7226,20200706,5호선,신정(은행정),13990,10855,20200709
7227,20200706,5호선,목동,17143,19010,20200709
7228,20200706,5호선,오목교(목동운동장앞),22209,24215,20200709
7229,20200706,5호선,양평,7573,7563,20200709
7230,20200706,5호선,영등포구청,4275,4190,20200709
7231,20200706,5호선,영등포시장,8714,9106,20200709
7232,20200706,5호선,신길,3661,4054,20200709
7233,20200706,5호선,여의도,26332,28154,20200709
7234,20200706,5호선,여의나루,10506,10578,20200709
7235,20200706,5호선,마포,14231,14702,20200709
7236,20200706,5호선,공덕,14344,15242,20200709
7237,20200706,5호선,애오개,6952,6973,20200709
7238,20200706,5호선,충정로(경기대입구),4827,4988,20200709
7239,20200706,5호선,서대문,17998,18565,20200709
7240,20200706,5호선,광화문(세종문화회관),30006,31558,20200709
7241,20200706,5호선,종로3가,12690,12511,20200709
7242,20200706,5호선,을지로4가,6004,6065,20200709
7243,20200706,5호선,동대문역사문화공원(DDP),2746,3204,20200709
7244,20200706,5호선,청구,4037,3719,20200709
7245,20200706,5호선,신금호,6313,6494,20200709
7246,20200706,5호선,행당,8227,7300,20200709
7247,20200706,5호선,왕십리(성동구청),4311,4729,20200709
7248,20200706,5호선,마장,5483,5072,20200709
7249,20200706,5호선,답십리,15998,14568,20200709
7250,20200706,5호선,장한평,18001,17957,20200709
7251,20200706,5호선,군자(능동),10497,11550,20200709
7252,20200706,5호선,아차산(어린이대공원후문),13641,13424,20200709
7253,20200706,5호선,광나루(장신대),13070,11793,20200709
7254,20200706,5호선,천호(풍납토성),17216,18626,20200709
7255,20200706,5호선,강동,21200,18504,20200709
7256,20200706,5호선,길동,7502,7770,20200709
7257,20200706,5호선,굽은다리(강동구민회관앞),8844,8278,20200709
7258,20200706,5호선,명일,8345,8703,20200709
7259,20200706,5호선,고덕,8775,8901,20200709
7260,20200706,5호선,상일동,19699,16659,20200709
7261,20200706,5호선,둔촌동,8088,8167,20200709
7262,20200706,5호선,올림픽공원(한국체대),4133,3543,20200709
7263,20200706,5호선,방이,6783,7090,20200709
7264,20200706,5호선,오금,3837,3788,20200709
7265,20200706,5호선,개롱,6378,6487,20200709
7266,20200706,5호선,거여,7880,7390,20200709
7267,20200706,5호선,마천,5262,5259,20200709
7268,20200706,6호선,응암,17563,17187,20200709
7269,20200706,6호선,역촌,3737,4204,20200709
7270,20200706,6호선,불광,4421,4559,20200709
7271,20200706,6호선,독바위,2813,2886,20200709
7272,20200706,6호선,구산,7329,5632,20200709
7273,20200706,6호선,새절(신사),12851,12039,20200709
7274,20200706,6호선,증산(명지대앞),9975,9619,20200709
7275,20200706,6호선,디지털미디어시티,13908,15102,20200709
7276,20200706,6호선,월드컵경기장(성산),4395,4646,20200709
7277,20200706,6호선,마포구청,13985,12179,20200709
7278,20200706,6호선,망원,13414,14622,20200709
7279,20200706,6호선,합정,12103,12057,20200709
7280,20200706,6호선,상수,7337,8137,20200709
7281,20200706,6호선,광흥창(서강),8938,8743,20200709
7282,20200706,6호선,대흥(서강대앞),7770,8293,20200709
7283,20200706,6호선,공덕,18458,18276,20200709
7284,20200706,6호선,효창공원앞,6998,6226,20200709
7285,20200706,6호선,삼각지,5309,4540,20200709
7286,20200706,6호선,녹사평(용산구청),4207,4128,20200709
7287,20200706,6호선,이태원,8226,8422,20200709
7288,20200706,6호선,한강진,6290,7251,20200709
7289,20200706,6호선,버티고개,2288,2199,20200709
7290,20200706,6호선,약수,3667,3664,20200709
7291,20200706,6호선,청구,3846,3998,20200709
7292,20200706,6호선,신당,7565,8225,20200709
7293,20200706,6호선,동묘앞,7601,7829,20200709
7294,20200706,6호선,창신,3613,2951,20200709
7295,20200706,6호선,보문,7056,6497,20200709
7296,20200706,6호선,안암(고대병원앞),10490,10722,20200709
7297,20200706,6호선,고려대(종암),7898,7527,20200709
7298,20200706,6호선,월곡(동덕여대),11257,11137,20200709
7299,20200706,6호선,상월곡(한국과학기술연구원),6216,5434,20200709
7300,20200706,6호선,돌곶이,9522,9255,20200709
7301,20200706,6호선,석계,12329,12782,20200709
7302,20200706,6호선,태릉입구,5245,5795,20200709
7303,20200706,6호선,화랑대(서울여대입구),11785,9090,20200709
7304,20200706,6호선,봉화산(서울의료원),9290,8349,20200709
7305,20200706,6호선,신내,1,0,20200709
7306,20200706,7호선,장암,2477,822,20200709
7307,20200706,7호선,도봉산,9520,10902,20200709
7308,20200706,7호선,수락산,12442,12395,20200709
7309,20200706,7호선,마들,11859,11333,20200709
